file,targetPOS,followingPOS,followingWord
female,NN,CC,and
female,NN,NN,condum
female,JJ,NN,family
female,NN,NN,health
female,NN,NN,nigga
female,NN,VBG,saying
female,NN,NN,health
female,NN,NN,point
female,NN,VBZ,is
female,NN,CD,one
female,NN,IN,what
female,NN,NNP,Drake
female,NN,NNP,Uber
female,NN,HT,TeamSia
female,NN,CC,or
female,NN,VBG,talking
female,NN,NNP,FeistHound
female,NN,VBP,wish
female,NN,IN,that
female,NN,USR,LavarBall
female,NN,PRP,I
female,NN,IN,in
female,NN,NN,idol
female,NN,WP,who
female,NN,VBG,saying
female,NN,NN,journalist
female,NN,VBD,ruled
female,NN,NN,masters
female,NN,WDT,that
female,NN,NN,journalist
female,NN,NN,tortie
female,NN,HT,TeamSia
female,NN,NN,rapper
female,NN,VBG,talking
female,NN,NN,rapper
female,NN,TO,to
female,NN,,
female,NN,IN,for
female,NN,NN,restroom
female,NN,MD,will
female,NN,TO,to
female,NN,WDT,that
female,NN,WDT,that
female,NN,WDT,that
female,JJ,NN,fan
female,NN,NN,doctor
female,HT,HT,founder
female,NN,PRP,you
female,JJ,JJ,domestic
female,NN,NN,empowerment
female,JJ,NN,cat
female,NN,NN,artist
female,JJ,NN,cat
female,NNS,,
female,NN,CC,and
female,JJ,NN,cat
female,NN,NN,actress
female,JJ,NN,cat
female,NN,NN,artist
female,JJ,NN,engineer
female,NN,VBP,send
female,VBD,NNS,condoms
female,JJ,NN,family
female,NN,NN,amp
female,NN,VBG,running
female,NN,MD,Could
female,NN,NNP,Doctor
female,JJ,NN,issue
female,NN,NN,goosander
female,NN,RB,then
female,NN,WDT,that
female,NN,NN,player
female,NN,PRP,i
female,NN,WP,who
female,NN,NN,journalist
female,NN,VB,fuck
female,NN,NN,journalist
female,NN,NN,amp
female,NN,VBG,having
female,NN,WP,who
female,NN,NN,player
female,NN,JJ,reproductive
female,NN,WDT,that
female,NN,NN,athlete
female,NN,NN,cop
female,NN,UH,no
female,NN,NN,impersonator
female,NN,RB,MAYBE
female,NN,VBZ,is
female,NN,NN,youtuber
female,NN,NN,journalist
female,JJ,NN,artist
female,NN,NNP,BodyEstrogen
female,JJ,NN,version
female,NN,UH,lol
female,NN,TO,to
female,NN,WDT,that
female,JJ,NN,police
female,NN,MD,can
female,NN,NN,amp
female,NN,NN,president
female,NN,NN,journalist
female,NN,VB,play
female,NN,NN,journalist
female,JJ,NN,child
female,NN,RP,up
female,NN,TO,to
female,NN,MD,shouldnt
female,NN,VBD,sized
female,NN,CC,or
female,JJ,PRP,My
female,NN,CC,and
female,NN,RB,then
female,NN,NN,artist
female,NN,TO,to
female,JJ,NN,marathon
female,NN,CC,and
female,NN,VBG,saying
female,NN,DT,That
female,JJ,NN,hang
female,NN,JJ,gay
female,NN,NN,idol
female,NN,IN,if
female,NN,VBP,have
female,NN,NN,pretty
female,NN,VBP,send
female,JJ,NN,artist
female,NN,NN,dj
female,NN,NN,dj
female,NN,VBZ,is
female,NN,IN,above
female,NN,VBG,saying
female,NN,VBZ,is
female,NN,RB,then
female,NN,DT,a
female,NN,MD,should
female,NN,RB,obviously
female,NN,IN,in
female,NN,VBG,saying
female,NN,NN,power
female,NN,NNS,rappers
female,NN,NN,Actor
female,JJ,NN,health
female,NN,NN,voice
female,NN,WP,who
female,JJ,NN,health
female,NN,WDT,that
female,NN,VBG,admitting
female,NN,NN,fight
female,NN,VBD,led
female,NN,NN,referee
female,NN,VBZ,is
female,JJ,NN,restroom
female,NN,NN,idol
female,NN,NN,director
female,NN,VBZ,is
female,NN,MD,would
female,NN,NN,journalist
female,NN,WDT,that
female,NN,NN,director
female,NN,VBZ,is
female,NNS,IN,wit
female,JJ,PRP,They
female,NN,CC,but
female,NN,IN,cuz
female,NN,DT,some
female,NN,VBZ,is
female,NN,DT,some
female,NNS,WDT,which
female,NN,IN,if
female,NN,PRP,I
female,NN,VBZ,needs
female,NN,JJ,demographic
female,NN,DT,thats
female,JJ,NN,voice
female,NN,VBZ,needs
female,NN,NN,doctor
female,NN,HT,TeamSia
female,JJ,NN,voice
female,NN,NN,referee
female,NN,NN,page
female,JJ,NN,health
female,NN,VBZ,is
female,NN,DT,a
female,NN,VBG,saying
female,NN,NN,power
female,NN,NN,journalist
female,NN,RB,right
female,JJ,NN,fan
female,NN,NN,journalist
female,NN,NNP,Prime
female,JJ,NNS,posts
female,NN,IN,so
female,JJ,NN,victim
female,NN,IN,in
female,NN,IN,in
female,NN,DT,a
female,JJ,NN,rapper
female,NN,,
female,NN,TO,to
female,NN,WDT,that
female,NN,NN,journalist
female,NN,NN,rapper
female,NN,NN,hello
female,NN,VBZ,needs
female,NN,IN,that
female,NN,NN,racing
female,NN,JJ,best
female,NN,NN,perspective
female,JJ,NN,Someon
female,NN,NN,beef
female,NN,VBG,saying
female,NN,TO,to
female,NN,NN,physician
female,NN,VBZ,is
female,NNS,IN,wit
female,NN,PRP,I
female,NN,IN,w
female,NN,NN,journalist
female,NN,NN,Someon
female,NN,NN,referee
female,NN,NN,Ninten
female,NN,MD,can
female,NN,NN,doctor
female,NN,NN,amp
female,NN,VBG,saying
female,NN,HT,TeamSia
female,NN,CC,and
female,NN,NN,overreaction
female,NN,IN,above
female,JJ,NN,protagonist
female,JJ,NNP,US
female,NN,PRP,it
female,NN,IN,with
female,NN,NN,journalist
female,NN,IN,around
female,NN,TO,to
female,NN,IN,at
female,NN,DT,some
female,NN,IN,about
female,NN,NN,director
female,NN,NN,referee
female,NN,NN,journalist
female,NN,NN,producer
female,NN,VBG,winning
female,NN,NN,ballad
female,JJ,JJ,Asian
female,NN,CC,and
female,NN,WDT,that
female,NN,VBG,saying
female,NN,IN,Like
female,NN,IN,what
female,NN,TO,to
female,NN,MD,Could
female,NN,VBZ,is
female,NN,NN,body
female,NN,NN,Someon
female,NN,MD,will
female,NN,HT,TeamSia
female,NN,IN,Like
female,NN,MD,should
female,NN,NN,porn
female,NN,NN,overreaction
female,NN,HT,TeamSia
female,NN,NN,overreaction
female,NN,MD,would
female,NN,WDT,that
female,NN,NN,disposition
female,NN,VBZ,needs
female,NN,NN,sibling
female,NN,NN,overreaction
female,NN,NNP,Max
female,NN,NN,overreaction
female,NN,IN,over
female,NN,VBZ,is
female,NN,NN,journalist
female,NN,MD,can
female,NN,NNP,Max
female,NN,IN,with
female,NN,NNP,Jindo
female,JJ,JJ,American
female,NN,DT,a
female,NN,TO,to
female,NN,IN,above
female,NN,NN,vocalist
female,JJ,NN,singer
female,NN,PRP,it
female,NN,NN,journalist
female,NN,NNP,Science
female,NN,NN,journalist
female,NN,VB,hide
female,NN,NNP,Prime
female,NN,VBG,saying
female,NN,WRB,why
female,NN,NN,amp
female,NN,TO,to
female,NN,NN,referee
female,NN,DT,every
female,NN,NNP,CAW
female,NN,WDT,that
female,NN,IN,about
female,NN,CC,or
female,NN,HT,TeamSia
female,NN,VBG,wanting
female,NN,NN,anyway
female,NN,CC,and
female,NN,NN,student
female,NN,VBP,send
female,NN,IN,with
female,NN,HT,TeamSia
female,NN,NN,director
female,NN,CC,and
female,NN,TO,to
female,NN,NN,riot
female,NN,JJ,gay
female,NN,NN,director
female,JJ,NN,friend
female,NN,NN,page
female,NN,TO,to
female,NN,NN,director
female,JJ,NN,nominee
female,NN,NN,amp
female,NN,DT,some
female,NN,IN,for
female,JJ,NN,version
female,NN,NN,onlyso
female,NN,TO,to
female,NN,DT,some
female,NN,PRP,I
female,NN,VBG,praying
female,NN,NN,catahoula
female,NN,NNP,Tortoise
female,JJ,NN,version
female,NN,NN,manager
female,NN,NN,doctor
female,NN,NN,referee
female,NN,NNP,FeistHound
female,NN,VBG,wanting
female,NN,VB,make
female,NN,VBP,send
female,NN,JJ,gay
female,NN,WP,who
female,NN,NN,point
female,NN,NN,trait
female,NN,VB,make
female,NN,DT,any
female,NN,VBP,send
female,NN,NN,idol
female,NN,DT,some
female,NN,NNP,Labrador
female,NN,WP,who
female,NN,VBZ,is
female,NN,VB,make
female,NN,JJ,Longtailed
female,NN,VBP,send
female,NN,NN,idol
female,NN,NN,rapper
female,NN,RB,maybe
female,NN,VBP,send
female,NN,NN,president
female,NN,IN,on
female,NN,IN,on
female,NN,IN,for
female,NN,IN,in
female,NN,IN,by
female,NNS,CC,but
female,NN,CC,and
female,NN,NN,doctor
female,HT,HT,voiceover
female,NN,IN,what
female,NN,NN,journalist
female,NN,WDT,that
female,NN,DT,a
female,NN,TO,to
female,NN,VBG,wanting
female,JJ,NN,lead
female,NN,NN,riot
female,NN,PRP,they
female,NN,WDT,that
female,NN,VB,make
female,JJ,NN,lead
female,NN,IN,with
female,NN,JJ,gay
female,NN,TO,to
female,NN,VBP,ask
female,NN,RB,uncontrollably
female,NN,VBP,send
female,NN,DT,That
female,NN,IN,by
female,NN,NN,beer
female,NN,VBP,send
female,NN,VBZ,is
female,NN,NN,highschool
female,NN,TO,to
female,NN,TO,to
female,NN,VBP,have
female,NN,NN,comedian
female,NN,WDT,that
female,JJ,NN,version
female,NN,IN,in
female,NN,NN,rapper
female,NN,IN,above
female,NN,TO,to
female,NN,TO,to
female,NNS,NN,pictures
female,NN,CC,and
female,NN,RB,constantly
female,NN,IN,Like
female,JJ,NN,friend
female,NN,NN,fr
female,NN,TO,to
female,JJ,NN,friend
female,NN,PRP,I
female,NNS,IN,with
female,NN,,
female,NN,NN,journalist
female,NN,VB,say
female,NN,WP,who
female,NN,WDT,that
female,NN,NN,Spoonbill
female,JJ,JJ,closest
female,NN,JJ,high
female,NN,VBZ,is
female,NN,TO,to
female,NN,WP,who
female,NN,CC,and
female,NN,TO,to
female,NN,JJ,wrong
female,NN,WDT,that
female,NN,VBZ,slaves
female,NN,VB,say
female,NN,VBG,saying
female,NN,NN,power
female,NN,VBD,got
female,NN,NN,commentator
female,NN,NN,genitaliahe
female,NN,VBZ,gets
female,NN,NN,commentator
female,NN,PRP,you
female,NN,TO,to
female,NN,VBZ,feels
female,NN,NN,amp
female,NN,NN,sloth
female,NN,NN,right
female,NN,VBZ,lays
female,NN,NN,guinea
female,JJ,NNS,friends
female,NN,WDT,that
female,NN,WP,Who
female,NN,MD,will
female,NNP,NNP,Wink
female,NN,IN,Like
female,NN,WP,who
female,JJ,NN,love
female,NN,WP,who
female,NN,CC,but
female,NN,IN,Like
female,NN,MD,will
female,NN,VBG,saying
female,NN,HT,voiceover
female,NN,NNP,Viola
female,NN,TO,to
female,NN,NN,name
female,NN,JJ,high
female,NN,RB,only
female,NN,VBG,gon
female,NN,NNP,EVER
female,NN,JJ,gay
female,NN,NN,artist
female,NN,TO,to
female,NN,NN,journalist
female,NN,WDT,that
female,NN,NN,ref
female,JJ,NN,models
female,NN,WDT,that
female,NN,CC,but
female,NN,NN,decahedron
female,NN,NNP,Boss
female,NN,NN,powerhouse
female,NN,TO,to
female,NN,IN,on
female,NN,VBZ,wants
female,NN,VBZ,gets
female,NN,IN,on
female,NN,IN,with
female,HT,NN,consent
female,NN,PRP,I
female,NNS,IN,with
female,NN,JJ,gay
female,NN,CC,and
female,VB,VBZ,Shes
female,NN,NN,champion
female,NN,DT,no
female,NN,NN,driving
female,NN,IN,that
female,NN,NNP,Prime
female,NN,NN,artist
female,JJ,NN,nominee
female,NN,NN,powerhouse
female,NN,NN,gamer
female,NN,NN,journalist
female,NN,VBG,saying
female,NN,WDT,that
female,JJ,NN,parent
female,NN,DT,some
female,NN,VBG,holding
female,NN,VBZ,feels
female,NN,WDT,that
female,NN,NNP,Officer
female,NN,CC,but
female,NN,NN,deer
female,NN,NN,trait
female,NN,NN,middle
female,NN,WP,who
female,NN,VBZ,its
female,NN,WDT,that
female,NN,NN,pappu
female,NN,VBG,saying
female,NN,RB,just
female,NN,VBG,saying
female,NN,IN,if
female,NN,NN,rapper
female,NN,VBZ,needs
female,NN,VB,Play
female,NN,UH,ha
female,NN,NNP,Labrador
female,NN,WP,who
female,NN,,
female,NN,NN,journalist
female,NN,NN,journalist
female,NN,NN,journalist
female,NN,IN,on
female,NN,NN,Spoonbill
female,NN,WP,who
female,NN,CC,and
female,NN,NNP,ABVP
female,NN,IN,in
female,NN,VBG,running
female,NN,RB,Unfortunately
female,JJ,NN,feel
female,NN,CC,but
female,NN,NN,amp
female,NN,RB,nowadays
female,NN,WDT,that
female,NN,VBZ,thats
female,NN,WP,who
female,NN,WDT,that
female,NN,NN,journalist
female,NN,WRB,when
female,NN,IN,if
female,NN,NNP,Jindo
female,NN,RB,maybe
female,NN,NN,rapper
female,NN,VBG,driving
female,NN,NN,athlete
female,NN,IN,Like
female,NN,NN,rapper
female,NN,CC,or
female,NN,NN,present
female,NN,NN,prison
female,NN,CC,and
female,JJ,NN,character
female,NN,JJ,best
female,NN,IN,for
female,NN,NN,journalist
female,NN,VBZ,needs
female,NN,VBZ,thats
female,NN,RB,maybe
female,NN,RB,just
female,NN,WDT,that
female,NN,NN,dog
female,NN,IN,like
female,NN,VBZ,needs
female,NN,CC,but
female,JJ,NN,friend
female,NN,NN,friendship
female,NN,DT,some
female,NN,RB,just
female,NN,VBZ,its
female,NN,VBZ,needs
female,NN,NN,rapper
female,NN,IN,with
female,NN,NN,amp
female,NN,JJ,wrong
female,NN,VBZ,thats
female,NN,VBG,saying
female,NN,IN,that
female,NN,IN,if
female,NN,VBG,saying
female,NN,NN,power
female,NN,IN,with
female,NN,NN,sanghi
female,NN,TO,to
female,NN,TO,to
female,NN,NN,journalist
female,NN,NN,artist
female,JJ,NN,youre
female,NN,WP,who
female,NN,IN,that
female,JJ,JJ,American
female,NN,NNP,Bond
female,NN,WP,who
female,NN,CC,or
female,NN,TO,to
female,NN,IN,about
female,NN,VBZ,thats
female,NN,IN,Like
female,NN,VBZ,needs
female,NN,IN,if
female,JJ,NN,role
female,NN,NN,life
female,NN,PRP,my
female,NN,WDT,that
female,NN,NN,dance
female,NN,IN,as
female,NN,DT,some
female,JJ,VBZ,Theres
female,NN,JJ,Domestic
female,NN,NN,gyno
female,NN,NN,amp
female,NN,NN,head
female,NN,NN,dance
female,NNP,VBP,are
female,NN,NN,voice
female,NN,VBZ,has
female,JJ,NN,parent
female,NN,IN,with
female,NN,VBG,holding
female,NN,NN,dance
female,JJ,NN,character
female,JJ,NN,lead
female,JJ,NN,character
female,NN,CC,and
female,NN,VBG,trying
female,NN,TO,to
female,NN,VB,Fuck
female,JJ,NN,friend
female,NN,JJ,Mexican
female,NN,VBG,saying
female,NN,CC,or
female,NN,VBN,based
female,JJ,NN,lead
female,NN,IN,above
female,NN,NN,doctor
female,JJ,NN,friend
female,NN,VBZ,is
female,JJ,NN,friend
female,NN,JJ,gay
female,NN,CC,but
female,NN,TO,to
female,NN,NN,decahedron
female,NN,CC,But
female,NN,NNP,Voice
female,NN,VBZ,needs
female,NN,JJ,dominant
female,NN,VB,hide
female,NN,TO,to
female,NN,CC,But
female,NN,NN,rapper
female,NN,NN,journalist
female,NN,VB,hide
female,NN,CC,and
female,NN,RB,regardless
female,NN,PRP,im
female,NN,NN,pedestrian
